date,open,high,low,close,adj_close,volume
2019-10-10,24.799999,24.840000,24.020000,24.110001,23.969160,18371000
2019-10-11,24.299999,24.370001,23.719999,23.730000,23.591377,7077400
2019-10-14,23.730000,23.820000,23.100000,23.510000,23.372663,4214500
2019-10-15,23.600000,23.639999,23.250000,23.549999,23.412430,1133500
2019-10-16,23.549999,24.100000,23.309999,24.100000,23.959217,1946600
2019-10-17,24.000000,24.200001,23.850000,24.200001,24.058634,904400
2019-10-18,24.110001,24.150000,23.809999,24.150000,24.008924,1051300
2019-10-21,24.150000,24.240000,23.969999,24.010000,23.869743,3309600
2019-10-22,24.030001,24.100000,23.709999,23.850000,23.710678,928900
2019-10-23,23.910000,23.910000,23.309999,23.520000,23.382607,1482200
2019-10-24,23.500000,23.610001,23.000000,23.000000,22.865643,2568000
2019-10-25,23.049999,23.290001,22.750000,23.129999,22.994883,1225500
2019-10-28,23.150000,23.389999,23.000000,23.389999,23.253365,1950600
2019-10-29,23.320000,23.350000,23.000000,23.150000,23.014767,1277000
2019-10-30,23.209999,23.889999,22.879999,23.889999,23.750443,1086200
2019-10-31,23.700001,24.240000,23.320000,24.240000,24.098398,554600
2019-11-01,24.120001,24.129999,23.910000,23.950001,23.810095,740500
2019-11-04,23.959999,24.200001,23.700001,24.200001,24.058634,2002400
2019-11-05,24.100000,24.299999,23.760000,24.299999,24.158049,2102900
2019-11-06,24.299999,24.420000,24.000000,24.000000,23.859802,809000
2019-11-07,24.059999,24.080000,23.780001,23.850000,23.710678,641700
2019-11-08,23.820000,23.820000,23.129999,23.750000,23.611261,1346600
2019-11-11,23.450001,24.000000,23.450001,24.000000,23.859802,717400
2019-11-12,23.969999,23.969999,22.990000,23.410000,23.273247,1578700
2019-11-13,23.389999,23.389999,22.629999,22.879999,22.746344,1400300
2019-11-14,23.000000,23.750000,22.799999,23.750000,23.611261,1359400
2019-11-18,23.760000,23.980000,23.410000,23.930000,23.790211,523400
2019-11-19,23.980000,24.100000,23.600000,23.830000,23.690794,1162900
2019-11-21,23.959999,24.040001,23.500000,23.650000,23.511845,1121600
2019-11-22,23.830000,23.900000,23.170000,23.299999,23.163889,1810700
2019-11-25,23.389999,23.780001,23.080000,23.780001,23.641087,2173000
2019-11-26,23.730000,23.730000,23.240000,23.450001,23.313015,1173300
2019-11-27,23.469999,23.570000,23.150000,23.150000,23.014767,1619200
2019-11-28,23.270000,23.740000,23.150000,23.500000,23.362722,581800
2019-11-29,23.370001,23.780001,23.260000,23.780001,23.641087,599200
2019-12-02,23.780001,23.780001,23.459999,23.490000,23.352779,516500
2019-12-03,23.490000,23.629999,23.200001,23.350000,23.213598,608900
2019-12-04,23.320000,23.650000,23.320000,23.540001,23.402489,1803800
2019-12-05,23.540001,23.950001,23.160000,23.930000,23.790211,1835400
2019-12-06,23.969999,26.100000,23.969999,25.900000,25.748701,8249700
2019-12-09,25.860001,27.150000,25.330000,27.090000,26.931751,2077700
2019-12-10,27.000000,28.120001,26.639999,26.799999,26.643444,2767000
2019-12-11,27.030001,27.350000,26.510000,26.600000,26.444614,1527800
2019-12-12,27.010000,28.000000,26.530001,28.000000,27.836435,2905500
2019-12-13,27.990000,28.299999,27.459999,28.299999,28.134682,1395200
2019-12-16,28.389999,28.700001,27.910000,28.200001,28.035267,2099900
2019-12-17,28.150000,28.469999,27.600000,27.700001,27.538189,1300800
2019-12-18,27.700001,28.250000,27.700001,28.200001,28.035267,1181100
2019-12-19,28.280001,28.510000,28.010000,28.200001,28.035267,677100
2019-12-20,28.299999,28.900000,28.000000,28.799999,28.631762,960600
2019-12-23,28.850000,29.670000,28.850000,29.170000,28.999599,893300
2019-12-26,29.430000,29.920000,29.200001,29.379999,29.208372,955400
2019-12-27,29.520000,29.770000,28.719999,28.990000,28.820652,963000
2019-12-30,28.940001,29.219999,28.719999,29.120001,29.120001,983000
2020-01-02,29.290001,29.570000,28.940001,29.180000,29.180000,778100
2020-01-03,29.000000,29.250000,28.129999,29.000000,29.000000,1128400
2020-01-06,28.959999,28.959999,28.360001,28.490000,28.490000,445400
2020-01-07,28.559999,28.799999,27.580000,27.900000,27.900000,1259500
2020-01-08,27.900000,28.290001,27.260000,27.950001,27.950001,1739100
2020-01-09,27.980000,28.879999,27.980000,28.400000,28.400000,1769000
