date,open,high,low,close,adj_close,volume
2017-04-11,21.809999,22.980000,21.770000,22.400000,22.400000,13060500
2017-04-12,22.450001,22.990000,22.299999,22.959999,22.959999,1745900
2017-04-13,22.969999,23.010000,22.549999,22.990000,22.990000,549600
2017-04-17,23.000000,23.000000,22.620001,22.850000,22.850000,249300
2017-04-18,22.820000,24.790001,22.600000,23.910000,23.910000,1125100
2017-04-19,24.000000,24.340000,23.900000,23.920000,23.920000,442100
2017-04-20,24.110001,24.389999,23.510000,23.860001,23.860001,740100
2017-04-24,24.100000,24.420000,23.700001,24.200001,24.200001,383100
2017-04-25,24.200001,24.250000,23.930000,24.100000,24.100000,285100
2017-04-26,24.020000,24.389999,23.709999,23.940001,23.940001,443900
2017-04-27,23.610001,23.850000,23.240000,23.730000,23.730000,221500
2017-04-28,23.730000,24.090000,23.709999,23.959999,23.959999,131500
2017-05-02,24.000000,25.700001,23.969999,25.400000,25.400000,871400
2017-05-03,25.430000,25.910000,25.010000,25.500000,25.500000,206000
2017-05-04,25.430000,26.490000,25.400000,26.260000,26.260000,232600
2017-05-05,26.990000,26.990000,26.200001,26.600000,26.600000,133400
2017-05-08,26.610001,27.440001,25.639999,26.000000,26.000000,312600
2017-05-09,26.469999,26.500000,25.610001,25.799999,25.799999,200700
2017-05-10,25.820000,26.389999,25.639999,25.690001,25.690001,444900
2017-05-11,25.600000,25.680000,24.879999,25.250000,25.250000,233200
2017-05-12,25.790001,25.790001,24.900000,25.250000,25.250000,155600
2017-05-15,26.690001,26.690001,25.360001,25.680000,25.680000,1205200
2017-05-16,25.889999,26.299999,25.700001,26.299999,26.299999,768700
2017-05-17,26.340000,26.900000,26.000000,26.500000,26.500000,1085600
2017-05-18,23.000000,24.139999,21.760000,22.719999,22.719999,829700
2017-05-19,23.610001,23.950001,23.000000,23.000000,23.000000,547400
2017-05-22,23.120001,23.120001,21.719999,22.200001,22.200001,1301800
2017-05-23,22.230000,22.620001,21.799999,22.040001,22.040001,614600
2017-05-24,22.100000,24.719999,22.100000,23.950001,23.950001,892100
2017-05-25,24.120001,25.639999,24.120001,25.110001,25.110001,1087100
2017-05-26,25.330000,25.530001,25.020000,25.209999,25.209999,461200
2017-05-29,25.209999,25.209999,25.209999,25.209999,25.209999,0
2017-05-30,24.809999,25.330000,24.809999,24.850000,24.850000,1842000
2017-05-31,25.000000,25.129999,23.590000,23.590000,23.590000,254600
2017-06-01,24.200001,24.280001,23.000000,23.000000,23.000000,191500
2017-06-02,23.400000,23.670000,22.730000,23.160000,23.160000,135200
2017-06-05,22.660000,23.680000,22.660000,23.600000,23.600000,406000
2017-06-06,24.299999,24.299999,23.010000,23.469999,23.469999,342600
2017-06-07,24.000000,24.000000,23.360001,23.570000,23.570000,415100
2017-06-08,23.570000,23.570000,22.799999,22.900000,22.900000,208700
2017-06-09,23.190001,23.250000,22.850000,23.150000,23.150000,148500
2017-06-12,23.240000,23.309999,22.700001,22.700001,22.700001,259600
2017-06-13,22.799999,23.719999,22.299999,23.350000,23.350000,266900
2017-06-14,23.350000,23.559999,22.709999,22.900000,22.900000,191600
2017-06-15,22.900000,22.900000,22.900000,22.900000,22.900000,0
2017-06-16,22.650000,23.000000,22.530001,22.570000,22.570000,74400
2017-06-19,22.420000,22.700001,22.370001,22.600000,22.600000,244800
2017-06-20,22.600000,23.400000,22.480000,22.950001,22.950001,123900
2017-06-21,22.980000,23.290001,22.780001,23.000000,23.000000,475300
2017-06-22,23.209999,23.209999,22.750000,22.799999,22.799999,61100
2017-06-23,22.860001,23.629999,22.830000,23.309999,23.309999,157700
